id,nombre,dni,carrera,semestre,nota1,nota2,nota3,nota4
7505,Alejandro Espinoza Ruiz,44927497,Sistemas,4,16,16,20,14
7506,Carolina Mendoza Mendoza,86318981,Ambiental,5,7,12,15,6
7507,Laura Flores Reyes,75463999,Computacion,1,15,12,11,19
7508,Carlos Chavez Mora,97108696,Civil,2,15,12,17,11
7509,Rodrigo Martinez Silva,56192658,Biomedica,9,13,13,9,11
7510,Patricia Ruiz Cano,79887370,Electrica,3,15,14,14,14
7511,Sofia Navarro Paredes,79796376,Civil,4,17,12,13,13
7512,Valeria Rojas Campos,93475191,Mecanica,5,14,16,4,16
7513,Emilio Navarro Soto,52291828,Sistemas,1,18,9,10,14
7514,Andres Ramirez Paredes,29633234,Ambiental,7,15,15,19,13
7515,Julia Rodriguez Jimenez,70646820,Biomedica,7,11,11,13,11
7516,Irene Aguilar Sanchez,86651247,Biomedica,6,20,12,17,14
7517,Antonella Castillo Reyes,27965333,Electrica,6,12,10,14,13
7518,Laura Fernandez Gonzalez,96855044,Mecanica,10,20,12,16,20
7519,Alejandro Jimenez Lopez,23867397,Electrica,4,14,14,12,11
7520,Carolina Campos Morales,83100902,Electrica,10,14,9,13,13
7521,Ana Mendoza Sanchez,21972671,Electrica,5,16,15,17,15
7522,Adrian Ramirez Campos,47002104,Computacion,4,12,13,10,4
7523,Nicolas Salinas Soto,94167902,Ambiental,5,13,5,10,6
7524,Paula Sanchez Guerrero,13684579,Mecanica,10,12,8,17,10
7525,Sebastian Rios Salinas,12733769,Sistemas,8,13,11,19,13
7526,Marco Munoz Guerrero,33331966,Industrial,8,15,16,14,5
7527,Tomas Diaz Vargas,46381939,Electrica,2,14,12,16,7
7528,Andrea Ramirez Molina,40199186,Ambiental,6,8,7,14,19
7529,Valeria Ortiz Ortiz,17556000,Industrial,2,11,12,17,12
7530,Carolina Ramos Ramos,61348313,Sistemas,5,9,14,12,16
7531,Sebastian Rios Ruiz,64807769,Computacion,10,9,13,19,10
7532,Maria Salinas Cabrera,40909832,Mecanica,7,13,12,16,5
7533,Daniela Paredes Ramirez,60867625,Ambiental,1,16,15,13,9
7534,Helena Ramirez Castillo,47749953,Industrial,8,14,15,14,20
7535,Helena Sanchez Sanchez,94793601,Electrica,6,17,8,10,17
7536,Pablo Morales Soto,20055921,Biomedica,8,14,13,12,14
7537,Diana Salinas Espinoza,89494833,Quimica,3,9,12,20,19
7538,Diego Molina Pena,72161492,Quimica,2,20,12,16,15
7539,Tomas Rojas Jimenez,12047509,Mecanica,1,18,6,13,16
7540,Leonardo Munoz Ruiz,82714978,Mecanica,1,14,16,19,18
7541,Raul Guerrero Rojas,20277272,Electrica,6,13,11,10,10
7542,Pablo Lopez Vega,79767906,Electrica,10,17,16,18,8
7543,Irene Mendoza Cruz,86329854,Electrica,1,17,13,11,13
7544,Alejandro Martinez Torres,22782111,Sistemas,3,13,16,8,17
7545,Helena Reyes Martinez,32400809,Industrial,9,6,9,6,17
7546,Fernando Molina Garcia,27368911,Quimica,3,9,13,12,16
7547,Lucia Martinez Aguilar,61230040,Ambiental,6,9,13,6,12
7548,Sofia Molina Pena,36289334,Computacion,1,16,20,7,10
7549,Lorena Salinas Cabrera,94157392,Computacion,1,15,8,13,9
7550,Mauricio Ramirez Ruiz,91500923,Mecanica,7,11,17,5,12
7551,Marco Fernandez Delgado,63462456,Sistemas,7,14,10,9,11
7552,Paula Cano Soto,19312371,Biomedica,3,13,14,19,8
7553,Maria Vargas Espinoza,48624472,Civil,1,13,16,4,14
7554,Lorena Alvarez Campos,46566160,Industrial,5,10,15,6,16
7555,Maria Lopez Diaz,62291133,Electrica,8,20,13,11,14
7556,Sofia Medina Rojas,28196576,Biomedica,8,18,19,18,19
7557,Antonella Ramirez Martinez,22935494,Mecanica,6,13,19,20,13
7558,Marcelo Alvarez Ortiz,52113060,Mecanica,8,14,15,13,15
7559,Marco Ramos Mora,41186537,Quimica,4,18,13,12,16
7560,Lucia Ruiz Navarro,64759408,Electrica,8,13,19,11,14
7561,Hugo Rodriguez Garcia,86705380,Biomedica,6,12,10,13,20
7562,Isabella Aguilar Ramos,56789770,Computacion,7,14,12,9,13
7563,Gloria Reyes Cruz,50093195,Sistemas,7,5,10,12,18
7564,Ana Paredes Ramirez,92485465,Biomedica,1,6,14,12,14
7565,Ricardo Diaz Medina,11549794,Electronica,4,14,11,13,17
7566,Patricio Ruiz Soto,24077235,Electrica,5,12,11,18,7
7567,Gloria Pena Vargas,24955481,Industrial,9,16,16,13,17
7568,Carlos Flores Rios,44297877,Biomedica,7,17,16,8,10
7569,Emilio Diaz Diaz,64516912,Biomedica,2,10,14,9,10
7570,Hernan Cabrera Rojas,74572013,Computacion,8,17,12,11,15
7571,Leonardo Ramos Diaz,34057096,Electronica,1,16,9,17,11
7572,Lucia Salinas Salinas,31111377,Computacion,4,13,14,12,13
7573,Gabriela Martinez Morales,61566897,Electrica,7,6,10,1,12
7574,Oscar Navarro Garcia,97016770,Computacion,10,15,18,15,13
7575,Sofia Aguilar Martinez,63264530,Civil,2,14,15,6,15
7576,Rodrigo Perez Castillo,41036494,Mecanica,5,7,9,13,17
7577,Gloria Soto Herrera,14228630,Biomedica,3,18,10,15,7
7578,Lucia Fernandez Pena,78405126,Sistemas,7,16,14,15,12
7579,Lorena Cabrera Flores,30985797,Electrica,4,10,10,10,4
7580,Antonella Pena Molina,61349642,Electronica,1,17,19,16,18
7581,Mauricio Campos Flores,36624812,Quimica,3,16,15,14,11
7582,Pablo Ramirez Ruiz,36932472,Electrica,5,9,20,10,16
7583,Valentina Mendoza Gonzalez,45522648,Ambiental,2,17,15,17,15
7584,Elena Ruiz Gonzalez,15149079,Electrica,7,12,9,13,10
7585,Laura Lopez Vega,84692212,Electrica,1,20,4,11,13
7586,Andrea Ruiz Cabrera,48958328,Electronica,7,12,11,8,20
7587,Monica Rodriguez Fernandez,68443791,Biomedica,1,13,12,14,10
7588,Valentina Vega Reyes,28605293,Electrica,10,12,6,17,10
7589,Andres Aguilar Paredes,71547951,Electrica,2,16,11,17,10
7590,Patricio Sanchez Navarro,25009583,Electrica,7,5,19,12,9
7591,Ana Medina Guerrero,52878823,Sistemas,4,9,13,14,14
7592,Natalia Ramos Romero,13426880,Sistemas,8,4,18,10,11
7593,Cristian Mendoza Vega,62548412,Electrica,3,13,9,15,11
7594,Irene Alvarez Salinas,46671337,Ambiental,4,14,12,18,11
7595,Elena Diaz Martinez,33003335,Civil,7,11,11,12,18
7596,Cecilia Salinas Silva,87177985,Electrica,4,17,15,16,14
7597,Irene Delgado Diaz,63556633,Electronica,3,11,16,14,10
7598,Emilio Reyes Torres,68416516,Electrica,7,15,20,17,15
7599,Nicolas Silva Martinez,16325350,Biomedica,7,4,6,14,15
7600,Cecilia Ramirez Cruz,75622566,Industrial,2,14,15,13,14
7601,Sofia Fernandez Rodriguez,36728986,Mecanica,6,13,15,15,20
7602,Andrea Munoz Soto,42640548,Electronica,9,11,16,12,10
7603,Patricia Perez Torres,48256214,Ambiental,2,14,15,7,20
7604,Claudia Salinas Mendoza,75961654,Industrial,9,8,12,15,17
7605,Andres Molina Delgado,73559242,Computacion,7,14,9,12,12
7606,Carolina Rodriguez Mora,70142375,Electronica,5,20,13,11,10
7607,Matias Guerrero Delgado,75895743,Electrica,9,9,16,19,7
7608,Patricio Romero Ramos,77736451,Sistemas,2,15,8,4,12
7609,Gabriela Gonzalez Espinoza,85197913,Quimica,6,15,15,16,15
7610,Matias Fernandez Campos,29341589,Biomedica,10,20,16,10,12
7611,Ignacio Jimenez Rodriguez,41879868,Biomedica,6,10,18,8,20
7612,Hugo Cruz Molina,91765925,Electrica,8,10,17,12,9
7613,Julia Morales Gonzalez,32822708,Industrial,1,7,10,13,13
7614,Nicolas Cruz Silva,72952615,Computacion,1,18,15,9,9
7615,Valeria Castillo Navarro,37126736,Civil,4,19,16,10,17
7616,Daniela Ortiz Campos,48025765,Electrica,3,13,6,15,15
7617,Antonella Chavez Medina,85168403,Computacion,7,7,9,15,12
7618,Helena Molina Salinas,26921027,Computacion,2,7,15,12,13
7619,Julia Molina Flores,75483910,Computacion,3,8,10,14,17
7620,Alejandro Castillo Navarro,32881554,Electronica,10,9,14,14,20
7621,Rodrigo Castillo Torres,58972918,Electrica,9,17,4,6,14
7622,Ana Gonzalez Fernandez,60418313,Sistemas,9,11,15,16,14
7623,Sofia Perez Gonzalez,79318049,Sistemas,5,8,15,11,5
7624,Carolina Ramos Herrera,48151424,Civil,9,17,14,16,11
7625,Marcelo Martinez Navarro,80153112,Civil,8,10,4,15,11
7626,Ana Paredes Reyes,93284064,Industrial,10,14,9,15,20
7627,Gustavo Espinoza Ramos,16126624,Ambiental,1,16,6,13,13
7628,Marco Ramos Cano,11396991,Quimica,2,10,14,20,13
7629,Paula Cruz Pena,83379650,Ambiental,9,15,16,14,15
7630,Leonardo Sanchez Espinoza,39644359,Electronica,10,13,18,4,15
7631,Carlos Ruiz Ortiz,52657682,Industrial,9,9,11,15,7
7632,Ana Rodriguez Castillo,64626340,Computacion,4,9,15,5,12
7633,Valentina Aguilar Martinez,71238833,Civil,4,9,11,14,12
7634,Fernando Garcia Morales,94713317,Industrial,1,11,10,15,12
7635,Monica Ruiz Vargas,44904893,Electronica,4,15,10,18,15
7636,Camila Cruz Vargas,82434221,Computacion,7,12,10,14,20
7637,Ignacio Mendoza Guerrero,21580438,Biomedica,7,16,13,8,11
7638,Natalia Cano Rios,66974203,Mecanica,4,15,13,13,14
7639,Lucia Mendoza Cabrera,97914212,Sistemas,3,17,19,11,12
7640,Isabella Castillo Martinez,82566123,Quimica,2,13,10,13,13
7641,Matias Fuentes Jimenez,66799525,Mecanica,7,8,12,20,14
7642,Julia Alvarez Navarro,51747621,Sistemas,4,10,16,12,9
7643,Paula Fuentes Vargas,19199188,Civil,8,18,13,16,11
7644,Ivan Romero Reyes,89778353,Civil,1,16,17,15,12
7645,Leonardo Munoz Campos,99959772,Biomedica,8,19,17,13,11
7646,Sofia Molina Martinez,26962459,Quimica,5,17,13,20,18
7647,Fernanda Campos Cabrera,28350188,Sistemas,10,20,18,13,11
7648,Gloria Fuentes Romero,82641788,Computacion,2,7,12,11,17
7649,Carolina Delgado Perez,69981781,Quimica,7,13,15,15,7
7650,Diana Diaz Cano,29261701,Industrial,2,14,15,10,8
7651,Sebastian Morales Flores,54626052,Quimica,9,8,13,9,18
7652,Javier Martinez Delgado,91230930,Sistemas,8,12,14,15,10
7653,Camila Cruz Mendoza,18867987,Electrica,3,15,12,9,8
7654,Carolina Diaz Perez,53394969,Ambiental,6,13,17,13,11
7655,Carlos Diaz Mora,51866462,Sistemas,9,10,12,9,14
7656,Adrian Mora Campos,55417749,Quimica,6,12,15,9,17
7657,Pablo Fuentes Romero,29858337,Electrica,7,17,10,8,11
7658,Gabriela Jimenez Reyes,77914562,Biomedica,8,15,13,10,11
7659,Sofia Flores Campos,98650901,Ambiental,10,11,10,18,9
7660,Lorena Guerrero Mora,26575782,Electronica,2,10,17,13,12
7661,Rodrigo Perez Herrera,71472213,Biomedica,8,5,15,14,13
7662,Elena Fuentes Espinoza,25002320,Electrica,8,7,11,18,14
7663,Fernanda Lopez Campos,76985629,Electronica,2,20,17,17,16
7664,Laura Fuentes Alvarez,75678344,Mecanica,4,9,10,11,12
7665,Irene Fuentes Campos,89785973,Ambiental,2,14,13,9,15
7666,Beatriz Ramos Cano,18762825,Sistemas,2,10,13,18,9
7667,Andrea Espinoza Herrera,70424910,Mecanica,2,14,15,13,11
7668,Ivan Jimenez Herrera,83139846,Quimica,4,19,15,14,10
7669,Diana Medina Herrera,79512247,Quimica,4,10,7,5,13
7670,Paula Cruz Medina,71738765,Electronica,9,9,7,5,11
7671,Maria Rojas Soto,97272936,Biomedica,4,13,14,15,18
7672,Diego Paredes Vargas,72604157,Sistemas,9,20,14,13,17
7673,Ana Alvarez Mendoza,61926198,Sistemas,2,10,10,16,15
7674,Beatriz Romero Diaz,56072112,Sistemas,1,8,14,17,11
7675,Cristian Medina Cabrera,29136740,Computacion,8,13,8,14,14
7676,Mauricio Guerrero Ramos,80995244,Industrial,6,7,15,16,18
7677,Alejandro Castillo Jimenez,35866941,Electrica,8,7,12,15,18
7678,Diana Mendoza Salinas,82891598,Biomedica,2,11,8,11,19
7679,Lorena Rios Martinez,64677897,Civil,5,12,10,20,11
7680,Camila Navarro Fernandez,60655590,Electrica,3,12,17,10,13
7681,Fernando Mendoza Garcia,44753041,Civil,10,11,12,10,16
7682,Diego Molina Morales,63237558,Ambiental,5,14,17,10,18
7683,Adrian Silva Vargas,33746368,Civil,5,14,12,17,12
7684,Marco Ramirez Cabrera,80954484,Mecanica,9,14,10,15,18
7685,Gloria Cabrera Fuentes,58254573,Civil,2,10,13,17,11
7686,Cecilia Martinez Paredes,44773617,Ambiental,5,16,13,12,9
7687,Pablo Paredes Vega,12626389,Mecanica,10,17,17,16,11
7688,Emilio Molina Ruiz,45383038,Electronica,3,14,16,13,11
7689,Lucia Cruz Silva,40761212,Civil,3,16,8,13,10
7690,Claudia Alvarez Soto,29689275,Electronica,5,13,14,13,15
7691,Daniela Rios Jimenez,12003612,Civil,10,17,15,11,13
7692,Elena Lopez Castillo,93170263,Quimica,7,11,16,3,15
7693,Lorena Ortiz Rojas,70656126,Mecanica,9,13,12,11,13
7694,Gloria Medina Romero,33835255,Industrial,8,15,12,14,3
7695,Leonardo Espinoza Navarro,42936328,Electrica,10,5,10,5,18
7696,Rodrigo Mora Delgado,71846406,Industrial,7,19,10,13,20
7697,Alejandro Pena Alvarez,21565260,Industrial,10,18,11,12,9
7698,Raul Diaz Aguilar,57660514,Ambiental,2,9,5,13,8
7699,Ignacio Guerrero Salinas,49937007,Civil,2,11,15,8,15
7700,Camila Molina Medina,96066674,Electronica,3,20,11,13,11
7701,Julia Pena Herrera,62583332,Ambiental,8,11,15,14,8
7702,Pablo Martinez Cano,23276781,Electrica,8,8,12,17,15
7703,Renata Campos Vargas,98095000,Computacion,8,16,13,8,9
7704,Javier Rios Fuentes,98194028,Mecanica,9,11,8,20,13
7705,Mauricio Cruz Munoz,61249942,Ambiental,3,11,14,10,8
7706,Valeria Campos Fernandez,60536867,Biomedica,8,18,18,10,20
7707,Patricia Vega Vargas,77384821,Sistemas,6,10,13,12,13
7708,Fernanda Diaz Gonzalez,54092285,Ambiental,10,15,8,14,16
7709,Carolina Jimenez Chavez,67394755,Civil,6,15,16,19,10
7710,Valentina Mendoza Guerrero,31800976,Civil,6,12,14,8,18
7711,Raul Munoz Romero,20792197,Electronica,5,12,11,18,20
7712,Cecilia Perez Romero,52054664,Electrica,7,14,2,9,13
7713,Elena Medina Ortiz,43175431,Biomedica,4,9,9,7,16
7714,Daniela Ortiz Espinoza,53245269,Electronica,1,14,16,11,7
7715,Ignacio Rojas Castillo,60576272,Electrica,4,13,16,8,17
7716,Elena Sanchez Salinas,66786082,Computacion,2,20,12,12,11
7717,Patricio Cabrera Alvarez,69859370,Ambiental,6,11,18,9,12
7718,Ivan Cano Ramirez,98275097,Mecanica,4,12,13,10,9
7719,Ana Perez Delgado,90185779,Ambiental,6,19,11,12,9
7720,Patricia Guerrero Fernandez,18238090,Computacion,1,12,7,15,16
7721,Tomas Ruiz Diaz,29873958,Ambiental,8,8,14,18,8
7722,Diana Campos Ramirez,92125721,Computacion,9,11,8,8,13
7723,Matias Rodriguez Cabrera,90314454,Mecanica,6,14,11,11,15
7724,Javier Mendoza Ramos,47145999,Mecanica,10,18,14,8,10
7725,Cristian Fuentes Fuentes,40898323,Ambiental,6,8,9,9,15
7726,Beatriz Delgado Martinez,13728563,Electrica,6,10,6,13,8
7727,Claudia Lopez Alvarez,65604845,Electrica,3,13,16,13,13
7728,Gustavo Gonzalez Espinoza,21998016,Ambiental,6,11,11,10,11
7729,Gustavo Delgado Silva,95374373,Civil,7,16,10,10,20
7730,Beatriz Cano Munoz,71004720,Industrial,3,15,14,13,13
7731,Leonardo Jimenez Perez,63150690,Industrial,6,16,12,6,15
7732,Rodrigo Rios Medina,47998479,Sistemas,9,15,15,12,11
7733,Ana Campos Reyes,36986219,Electrica,7,12,18,9,14
7734,Ricardo Pena Castillo,22388623,Electrica,5,12,16,13,9
7735,Natalia Diaz Rojas,67860686,Biomedica,6,17,20,13,12
7736,Marco Ramirez Perez,10678447,Industrial,7,10,12,15,9
7737,Rodrigo Morales Campos,68037581,Industrial,4,15,15,14,15
7738,Daniela Ramirez Rodriguez,40411853,Biomedica,5,10,9,18,12
7739,Fernanda Rojas Rios,30201553,Computacion,6,12,11,11,10
7740,Patricia Reyes Campos,28164509,Computacion,2,18,17,17,10
7741,Diana Cruz Fernandez,37080473,Sistemas,8,13,18,11,9
7742,Valeria Munoz Chavez,83021136,Computacion,7,17,12,13,5
7743,Sebastian Ramos Jimenez,82423865,Mecanica,9,12,14,18,12
7744,Natalia Herrera Martinez,97099680,Industrial,5,15,10,11,16
7745,Hernan Fuentes Sanchez,71408211,Mecanica,10,8,9,14,16
7746,Andres Perez Garcia,49505766,Quimica,3,8,16,12,13
7747,Patricio Reyes Rodriguez,84309540,Ambiental,1,12,13,8,13
7748,Monica Mendoza Cruz,88876655,Electronica,1,20,15,14,17
7749,Beatriz Rojas Pena,80291362,Quimica,4,11,15,10,12
7750,Alejandro Ramirez Campos,46323296,Ambiental,8,12,15,20,14
7751,Rodrigo Cruz Aguilar,26425925,Electrica,6,12,13,6,20
7752,Mauricio Fuentes Medina,87108339,Industrial,2,17,12,14,9
7753,Isabella Martinez Ruiz,32493642,Quimica,1,18,10,11,4
7754,Hugo Garcia Martinez,32969796,Civil,9,11,15,18,11
7755,Leonardo Cruz Medina,67296779,Electronica,8,9,18,13,18
7756,Renata Jimenez Rodriguez,15823947,Civil,9,8,16,17,16
7757,Renata Delgado Aguilar,71021033,Mecanica,6,14,10,13,8
7758,Antonella Delgado Ramirez,59361081,Biomedica,1,10,6,20,14
7759,Carlos Cano Cano,99051228,Sistemas,5,16,11,13,9
7760,Ivan Rojas Vargas,20223640,Civil,4,19,11,11,14
7761,Irene Diaz Guerrero,61151334,Sistemas,7,16,7,17,14
7762,Fernanda Lopez Mendoza,55422238,Computacion,3,5,11,18,12
7763,Adrian Rojas Campos,22018852,Ambiental,8,6,15,16,11
7764,Leonardo Delgado Guerrero,53779635,Ambiental,5,10,12,9,11
7765,Fernanda Cruz Chavez,24303551,Civil,5,15,12,16,8
7766,Diego Medina Medina,35485047,Biomedica,2,14,20,13,17
7767,Lucia Guerrero Chavez,87478780,Electrica,9,17,13,18,13
7768,Gloria Molina Romero,14810205,Computacion,5,11,17,13,13
7769,Maria Mendoza Salinas,31617973,Mecanica,2,12,12,20,13
7770,Paula Gonzalez Garcia,44786410,Civil,2,19,3,17,13
7771,Gustavo Rojas Soto,15659242,Industrial,3,5,11,15,10
7772,Carolina Cruz Delgado,90937093,Ambiental,2,4,13,15,14
7773,Renata Cano Rios,12637181,Industrial,2,8,13,10,17
7774,Marcelo Perez Chavez,79542242,Ambiental,8,8,8,13,12
7775,Julia Molina Gonzalez,59798128,Sistemas,1,5,10,14,11
7776,Diego Gonzalez Soto,27701321,Electrica,3,12,17,8,13
7777,Hernan Reyes Ruiz,59768967,Mecanica,1,8,15,17,18
7778,Diana Aguilar Mora,95444112,Biomedica,1,11,16,16,10
7779,Marcelo Garcia Vega,81200362,Electrica,7,7,9,11,14
7780,Helena Paredes Vargas,33361285,Electrica,4,12,15,20,13
7781,Pablo Martinez Flores,88570110,Electrica,10,14,13,13,13
7782,Rodrigo Mendoza Paredes,89718521,Ambiental,8,12,11,12,9
7783,Matias Munoz Campos,22302245,Ambiental,4,11,13,13,7
7784,Tomas Ramos Romero,23069831,Electronica,1,17,10,16,16
7785,Andres Delgado Campos,78072522,Biomedica,10,11,10,14,12
7786,Javier Ruiz Torres,28096369,Mecanica,1,14,13,16,14
7787,Beatriz Martinez Paredes,39336604,Computacion,9,12,11,17,10
7788,Matias Paredes Campos,11986554,Computacion,4,14,11,8,5
7789,Valentina Gonzalez Chavez,70969682,Sistemas,10,13,20,9,14
7790,Adrian Jimenez Torres,67495057,Electronica,5,18,13,14,14
7791,Ricardo Munoz Sanchez,13031177,Quimica,6,13,11,9,16
7792,Adrian Ramirez Reyes,69588065,Biomedica,6,10,15,11,11
7793,Fabian Ruiz Morales,89409369,Computacion,6,14,17,19,14
7794,Daniela Silva Rios,96058907,Civil,8,16,18,12,8
7795,Marco Torres Ramos,23476594,Electronica,9,9,16,9,13
7796,Antonella Ortiz Gonzalez,37894564,Quimica,8,11,13,9,7
7797,Emilio Delgado Sanchez,60935836,Mecanica,6,12,14,13,12
7798,Fabian Navarro Flores,84823018,Electronica,9,19,12,13,11
7799,Paula Navarro Reyes,25660109,Computacion,8,20,10,10,9
7800,Diana Silva Flores,63075978,Mecanica,3,12,10,13,14
7801,Isabella Torres Ramos,69819392,Ambiental,7,12,9,12,13
7802,Ivan Pena Espinoza,83883643,Industrial,5,8,12,5,10
7803,Isabella Flores Castillo,34832379,Ambiental,10,17,10,18,16
7804,Patricio Garcia Alvarez,98635314,Electrica,4,20,11,7,11
7805,Fernando Navarro Fuentes,90566076,Quimica,3,11,13,17,5
7806,Elena Perez Martinez,19881868,Mecanica,2,15,18,14,12
7807,Fabian Lopez Salinas,12687394,Ambiental,9,13,13,12,11
7808,Helena Diaz Ruiz,51205544,Biomedica,3,11,9,20,13
7809,Adrian Rios Navarro,40964245,Civil,4,11,11,9,10
7810,Beatriz Cabrera Castillo,27589929,Computacion,8,9,9,12,12
7811,Camila Medina Pena,99194608,Civil,3,16,16,14,17
7812,Pablo Cruz Gonzalez,65962266,Sistemas,3,19,18,13,14
7813,Valentina Aguilar Paredes,29738545,Sistemas,2,11,8,20,16
7814,Carlos Espinoza Romero,64422811,Sistemas,1,11,18,19,19
7815,Maria Cruz Guerrero,14411677,Industrial,7,9,13,6,9
7816,Leonardo Ortiz Morales,11539716,Quimica,7,18,12,12,17
7817,Cecilia Morales Cruz,63567098,Industrial,6,12,15,16,12
7818,Sofia Paredes Molina,16040211,Industrial,6,12,19,16,14
7819,Marcelo Cano Navarro,79099375,Electronica,6,9,14,7,14
7820,Pablo Fernandez Vega,57980871,Industrial,5,14,8,15,8
7821,Carlos Romero Soto,23590371,Industrial,6,20,8,16,19
7822,Natalia Diaz Pena,84931047,Sistemas,9,13,15,7,13
7823,Gustavo Garcia Fernandez,57557280,Electrica,4,16,15,13,13
7824,Ivan Rios Medina,45061414,Electrica,8,11,13,8,16
7825,Lorena Guerrero Romero,62415099,Civil,7,10,9,10,20
7826,Helena Silva Molina,90602196,Civil,7,14,11,18,17
7827,Natalia Castillo Jimenez,42329836,Quimica,6,14,17,9,15
7828,Gloria Castillo Lopez,99912984,Quimica,6,8,16,19,17
7829,Patricio Munoz Morales,42520189,Biomedica,4,16,10,13,12
7830,Laura Delgado Salinas,71379656,Mecanica,2,10,12,15,14
7831,Gloria Munoz Rojas,52462132,Industrial,10,11,13,16,13
7832,Tomas Silva Reyes,81598172,Industrial,4,13,11,18,15
7833,Adrian Garcia Perez,85167839,Electrica,5,12,16,16,13
7834,Raul Torres Mendoza,39028009,Ambiental,3,17,14,9,15
7835,Isabella Munoz Ramos,72374258,Electronica,7,5,10,20,14
7836,Leonardo Paredes Jimenez,64083994,Sistemas,1,17,17,15,8
7837,Andrea Gonzalez Navarro,46001101,Computacion,9,14,17,20,15
7838,Adrian Rodriguez Mendoza,17122307,Quimica,3,19,18,18,15
7839,Marcelo Cruz Flores,54704452,Sistemas,1,13,7,15,6
7840,Andrea Silva Mora,60943825,Ambiental,1,12,11,13,12
7841,Andres Rodriguez Rios,28363828,Sistemas,7,6,6,15,9
7842,Carlos Rojas Romero,89681593,Mecanica,1,14,15,7,15
7843,Carlos Munoz Espinoza,74348567,Quimica,3,19,14,14,17
7844,Patricia Fernandez Mora,52582584,Electronica,6,13,4,11,11
7845,Gabriela Ortiz Navarro,14973183,Electrica,5,10,14,10,16
7846,Cecilia Ramirez Cano,93919144,Mecanica,10,9,15,12,17
7847,Renata Rodriguez Lopez,17271917,Electronica,4,16,15,13,10
7848,Lucia Morales Guerrero,91048461,Electronica,8,14,10,18,19
7849,Elena Navarro Diaz,17945906,Civil,10,10,11,13,16
7850,Helena Aguilar Fernandez,54916416,Sistemas,3,8,12,15,17
7851,Fabian Reyes Vega,45698154,Biomedica,1,7,15,8,9
7852,Hugo Perez Munoz,46478282,Sistemas,3,14,17,4,13
7853,Lucia Rodriguez Jimenez,65454249,Biomedica,1,20,10,10,12
7854,Hugo Campos Reyes,13234353,Sistemas,4,12,13,20,9
7855,Gustavo Torres Fernandez,20960251,Sistemas,8,8,17,14,13
7856,Javier Salinas Perez,63568508,Electrica,6,13,9,10,20
7857,Adrian Perez Castillo,90251105,Industrial,10,8,15,12,13
7858,Elena Romero Castillo,52633650,Electronica,1,13,10,17,11
7859,Julia Perez Martinez,36507605,Biomedica,4,15,10,14,4
7860,Laura Ramos Martinez,38976924,Biomedica,6,14,14,6,12
7861,Irene Cano Cano,23957352,Quimica,7,19,15,11,13
7862,Ana Reyes Molina,33836987,Sistemas,10,7,8,6,16
7863,Fernanda Campos Perez,97649468,Industrial,6,15,17,17,16
7864,Julia Lopez Rios,91394192,Quimica,5,16,9,18,10
7865,Ricardo Espinoza Morales,34874405,Ambiental,3,16,11,13,13
7866,Marco Salinas Soto,89725948,Biomedica,7,14,14,13,15
7867,Ivan Torres Alvarez,37322560,Sistemas,5,12,13,4,16
7868,Gloria Espinoza Fuentes,81182377,Civil,2,13,16,5,14
7869,Camila Vega Molina,25507233,Quimica,3,13,20,9,16
7870,Oscar Mora Alvarez,49133402,Electronica,6,9,16,13,16
7871,Cristian Cruz Fernandez,24419959,Electrica,10,13,12,12,20
7872,Alejandro Cabrera Silva,84715715,Computacion,1,15,18,14,15
7873,Andres Lopez Lopez,96161331,Industrial,7,17,19,20,13
7874,Hugo Reyes Morales,58618508,Ambiental,1,17,6,16,10
7875,Elena Guerrero Jimenez,28687321,Mecanica,3,11,9,12,13
7876,Diana Pena Munoz,45757759,Electrica,5,9,9,13,16
7877,Cecilia Medina Rios,90207579,Sistemas,3,19,7,17,10
7878,Daniela Garcia Espinoza,44757460,Mecanica,3,14,16,11,11
7879,Fabian Chavez Delgado,45344242,Civil,5,11,11,11,20
7880,Mauricio Diaz Campos,84111472,Quimica,5,6,12,11,17
7881,Oscar Navarro Herrera,37372076,Mecanica,8,13,15,9,13
7882,Rodrigo Lopez Rojas,94791735,Sistemas,8,12,13,11,16
7883,Ricardo Fernandez Chavez,23172391,Ambiental,6,5,10,8,14
7884,Beatriz Flores Ortiz,34914610,Sistemas,1,12,14,10,10
7885,Sofia Vega Salinas,15630419,Electrica,1,14,13,16,11
7886,Julia Molina Martinez,96256956,Electrica,9,13,5,9,19
7887,Adrian Sanchez Garcia,66335965,Quimica,7,10,14,13,13
7888,Gabriela Chavez Herrera,24733720,Mecanica,2,15,20,14,19
7889,Lorena Mendoza Vega,49546004,Electronica,9,16,18,12,14
7890,Ana Martinez Lopez,95714440,Industrial,10,9,13,8,11
7891,Camila Aguilar Torres,96227978,Computacion,3,9,14,17,12
7892,Claudia Guerrero Ramos,79197229,Electronica,9,16,16,7,15
7893,Maria Herrera Espinoza,44856971,Sistemas,4,11,11,19,13
7894,Raul Lopez Guerrero,59322811,Biomedica,5,12,7,18,16
7895,Helena Gonzalez Mendoza,15270626,Computacion,9,15,7,14,13
7896,Daniela Soto Cruz,67106309,Quimica,7,15,10,14,12
7897,Fernando Rodriguez Reyes,97648460,Mecanica,6,18,3,12,20
7898,Claudia Morales Navarro,77060955,Electronica,2,14,19,9,20
